142,-38.4,1.19,4.63,1.72,0,4
143,-37.6,2.14,4.39,1.46,0,5.81
144,-37,1.37,4.61,1.48,0,4.31
145,-36.6,1.77,4.74,1.19,0,3.63
146,-39.2,2.15,4.6,1.19,0,3.31
147,-43.4,1.29,4.41,1.33,0,3.56
148,-46.7,1.09,4.08,1.35,0,2.75
149,-49.5,1.29,3.86,1.44,0,3.5
150,-54.9,1.37,3.72,1.58,0,3.13
151,-57.3,1.58,3.37,1.62,0,5.5
152,-58.5,1.88,3.09,1.51,0,5.44
153,-59.1,1.58,3.17,1.53,0,3.94
154,-59.8,1.37,3.23,1.55,0,3.31
155,-58.1,1.77,3.55,1.56,0,2.44
156,-58,1.56,3.6,1.77,0,2.31
157,-58.3,1.77,3.35,1.98,0,1.81
158,-56.6,1.42,3.98,2.06,0,0.63
159,-54,1.62,4.71,1.9,0,0.81
160,-51.7,1.48,4.29,1.93,0,0.69
161,-49.5,1.72,4.47,1.68,0,0.88
162,-49.9,1.29,4.98,1.41,0,0.69
163,-50.3,1.72,4.57,1.61,0,2
164,-51,1.54,4.68,1.57,0,3.19
165,-51.2,1.53,4.36,1.72,0,0.69
166,-51.7,2.06,4.61,1.58,0,0.81
167,-50.7,1.58,4.89,1.41,0,1.88
168,-50.6,1.78,4.84,1.33,0,2.63
169,-51.8,1.17,4.65,1.57,0,3.88
170,-51.6,1.62,4.59,1.59,0,2
171,-50.6,1.39,4.61,1.5,0,3.38
172,-48.6,1.52,4.63,1.25,0,2.5
173,-40.6,2.44,4.52,0.76,0,8
174,-36.7,2.59,4.36,0.67,0.25,8
175,-36.5,2.27,4.23,0.77,0.5,8
176,-35.2,2.48,4.23,0.77,0.25,8
177,-35.8,2.04,4.28,0.76,0.25,8
178,-36,2.61,4.12,0.84,0.5,8
179,-36.9,1.77,4.08,0.98,0.25,8
180,-36.7,2.36,4.18,0.84,0,8
181,-36.2,2.36,4.25,0.76,0.5,8
182,-35.4,2.31,4.07,0.81,0.63,8
183,-37.2,2.52,4.16,0.76,0.5,8
184,-37.8,2.06,4.29,0.75,0.38,8
185,-37.6,2.35,4.22,0.76,0.38,8
186,-38.6,1.84,4.2,0.68,0.5,8
187,-38.4,2.85,4.35,0.53,0.5,8
188,-39.6,3.06,4.3,0.6,0.88,8
189,-39.7,1.52,4.35,0.69,0.63,7.31
190,-40.1,1.95,4.21,0.72,0.13,6.63
191,-40.7,1.93,4.28,0.59,0,7.44
192,-41.6,1.93,4.29,0.62,0,5.88
193,-41.1,1.81,4.3,0.61,0,6.13
194,-43.2,2.31,4.27,0.65,0,5.81
195,-49.4,2.06,4.23,0.81,0,3.75
196,-53.3,1.64,4.1,1.21,0,4.06
197,-48.9,1.34,4.36,1.04,0,4.31
198,-50.1,1.52,4.39,1.09,0,2.94
199,-50.4,1.97,4.31,1.01,0,1.94
200,-47,1.93,4.42,0.76,0,1.13
201,-49.1,1.47,4.51,1.06,0,1.13
202,-47.3,1.97,4.62,0.89,0,0.94
203,-47.6,1.37,4.79,1.15,0,1.44
204,-46.1,1.97,4.92,1.1,0,0.75
205,-46.3,2.98,5.12,0.87,0,1.06
206,-49.8,1.76,4.87,1.31,0,0.81
207,-49.8,1.44,4.93,1.41,0,0.88
208,-51.2,1.78,4.81,1.51,0,1.38
209,-48.3,1.81,4.82,1.25,0,0.94
210,-48.6,1.37,4.76,1.29,0,1.25
211,-49.3,1.92,4.76,1.33,0,1
212,-46.8,1.88,4.95,1.11,0,2.06
213,-40.4,3.82,4.88,0.71,0,1
214,-39.9,3.69,4.87,0.72,0,1.56
215,-39.9,2.86,4.86,0.7,0,1
216,-41.4,2.45,5.02,0.85,0,1.25
217,-42.1,1.68,5.28,0.9,0,3.63
218,-40.1,2.53,5.14,0.71,0,4.38
219,-40.7,1.79,5.06,0.77,0,3.13
220,-40.9,2.86,5,0.79,0,2
221,-39.3,4.43,5.09,0.59,0,0.94
222,-40.2,4.15,5.33,0.56,0,1.06
